region,parameter,powertrain,year,unit,value
United Kingdom,EV stock share,EV,2022,percent,2.900000095367432
United Kingdom,EV stock share,EV,2023,percent,5.0
United Kingdom,EV sales share,EV,2023,percent,24.0
USA,EV stock share,EV,2010,percent,0.001700000022538
USA,EV sales share,EV,2010,percent,0.0120000001043081
USA,EV sales share,EV,2011,percent,0.1500000059604644
USA,EV stock share,EV,2011,percent,0.0098999999463558
USA,EV stock share,EV,2012,percent,0.0340000018477439
USA,EV sales share,EV,2012,percent,0.4199999868869781
USA,EV sales share,EV,2013,percent,0.7099999785423279
USA,EV stock share,EV,2013,percent,0.0780000016093254
USA,EV stock share,EV,2014,percent,0.1400000005960464
USA,EV sales share,EV,2014,percent,0.7699999809265137
USA,EV sales share,EV,2015,percent,0.699999988079071
USA,EV stock share,EV,2015,percent,0.1899999976158142
USA,EV stock share,EV,2016,percent,0.2599999904632568
USA,EV sales share,EV,2016,percent,0.9900000095367432
USA,EV sales share,EV,2017,percent,1.2999999523162842
USA,EV stock share,EV,2017,percent,0.3300000131130218
USA,EV stock share,EV,2018,percent,0.4799999892711639
USA,EV sales share,EV,2018,percent,2.299999952316284
USA,EV sales share,EV,2019,percent,2.0999999046325684
USA,EV stock share,EV,2019,percent,0.6200000047683716
USA,EV stock share,EV,2020,percent,0.7699999809265137
USA,EV sales share,EV,2020,percent,2.299999952316284
USA,EV sales share,EV,2021,percent,4.699999809265137
USA,EV stock share,EV,2021,percent,0.949999988079071
USA,EV sales share,EV,2022,percent,7.400000095367432
USA,EV stock share,EV,2022,percent,1.2999999523162842
USA,EV stock share,EV,2023,percent,2.0999999046325684
USA,EV sales share,EV,2023,percent,9.5
World,EV stock share,EV,2010,percent,0.0023000000510364
World,EV sales share,EV,2010,percent,0.0109999999403953
World,EV sales share,EV,2011,percent,0.0680000036954879
World,EV stock share,EV,2011,percent,0.0074999998323619
World,EV stock share,EV,2012,percent,0.0199999995529651
World,EV sales share,EV,2012,percent,0.1599999964237213
World,EV sales share,EV,2013,percent,0.270000010728836
World,EV stock share,EV,2013,percent,0.0399999991059303
World,EV stock share,EV,2014,percent,0.0710000023245811
World,EV sales share,EV,2014,percent,0.4099999964237213
World,EV sales share,EV,2015,percent,0.6800000071525574
World,EV stock share,EV,2015,percent,0.1199999973177909
World,EV stock share,EV,2016,percent,0.1899999976158142
World,EV sales share,EV,2016,percent,0.8999999761581421
World,EV sales share,EV,2017,percent,1.399999976158142
World,EV stock share,EV,2017,percent,0.2800000011920929
World,EV stock share,EV,2018,percent,0.4399999976158142
World,EV sales share,EV,2018,percent,2.400000095367432
World,EV sales share,EV,2019,percent,2.5999999046325684
World,EV stock share,EV,2019,percent,0.6000000238418579
World,EV stock share,EV,2020,percent,0.8399999737739563
World,EV sales share,EV,2020,percent,4.199999809265137
World,EV sales share,EV,2021,percent,8.899999618530273
World,EV stock share,EV,2021,percent,1.2999999523162842
World,EV stock share,EV,2022,percent,2.0999999046325684
World,EV sales share,EV,2022,percent,14.0
World,EV sales share,EV,2023,percent,18.0
World,EV stock share,EV,2023,percent,3.200000047683716
